node,clustering_coeff
36a5cad48fa635245553beb3561964289e9339ead4d9ba58330106869f2dc965,0
c06a79daff5b165d65552c3d683e57880e1f4f7175d296b7567e301bc11f342a,0
9be205f8563bcd209f4f76eb689f702da1202fff5083e97fe34822d075e7b7bc,0
330ac494f8898d10631e8856e84242ba8a0464dd4734b1258c7e8bf00f75b16e,0
a6777a54af86ceecc7902ae0d9be94ae4113de4c288308a005174993a70d5975,0
7ec3f6141ce60818cad4f0df53457c56dde9a9c6b91c1f4170207551f72f240a,0
82f2a3839edb381d12acfd27d2e2b2fd0a9d580d90e84d17c25382797086a28f,0
5a1cf0c2acb309fcda6bd52c5ffba04f646d941aa3537e2f1079675a44b1a9dc,0
5e213ae559cf20320d427c51548f3b0fba9fdfaaa9caea136e4e8a0da1ded0b3,0
38acaae8a13c42d49ed90bb3975d3db1b234994fd2a57f784c92271836b0aef4,0
98499f178bfebb2e20e0f18f6ba42a5f313eac29f16e06fa9b31a491cad1e123,0
6661c6de38c894ec6e98122c88f611018e0ed4d894b34f406e51be0e0f000f1a,0
d739c0818a91ede708767e150f58bd2962c9437c4fff012ce8f13fa7f945fca3,0
3fa5b6f25c6ed6c334cb813793e1af2cef22eaf5b5a31d00895b5a8129630a94,0
500088c29db30268ef20630747c1e7bf56cd90ff7f7394fa31256592961b9437,0
4816789486db4be32780d54ab37cc1902f325bbbd895392cb9f5b3802a2423ba,0
143a9f086920b6e02e466ef91617e976d7d83733eb199b43913445f97631da3d,0
479c66b2cba87a65a0294ebb70441595bba92977196720266c245ab1bb1f5d1e,0
d1f640f771ffeec15ee6aee980b0d76149d33b6db1be47edd2400956e506b4e4,0
3079305f9c18a7991f35d351f012cb11b51d6d985f842cda2eff598df2815d73,0
d373f44b2168d4575fbf855d22cd5091846d752a2468f1e473d2a43a98150e9e,0
e7a8c212d44b22af710a4ef303c754517cb1402e46950fbd2210f3dae484b992,0
c08b11f8ae6649c4513b31fcd028a19d21879867515de0e55baf8a69f4185a1a,0
416f5d2bf876a407e313be956900d80cf21c47b24f212607cb7ce86f0da17963,0
17008cc87e90f235e864d8f4e0bbcf81442b075984819fe59f8937ec9db6bb29,0
f3ff656e8818a2a33b1b8dc551ec9f2799eabe62ba246642d24baed35537aa3b,0
1f0ff0466cd29f1fe5a1d2841e40a06bff62ea0bdbfc258517752851748474a5,0
8af58be70159f2c4af51312dbea603d4d25f3e854e31ae9761d6bf01fb6b7bc4,0
bde53e8153b84a7257e9a665bd452663a4fdcc0deee62aae57591353b07316f8,0
435b479430f2c303e9ea2a7a0757d93d3cd31c49a853f7a0a3769e7925c36c7f,0
745eef66044c8546ba19c02b368557ffcbedafeee7d0fd1b1e77bccb5b0fe5cf,0
2a53b82670db2038161994430e644cc01aefa652501b035f52cb597e9aff4e84,0
f766d841bc99932105198ed79b5c118376b52463405171c18f439ade12af329f,0
e9c33e938f43c5c1f402387217dfadbc30e133bb4dd693105b1396bb5ccf1719,0
ee6881859068e907d3e3010d982397ce1ba40ae26f8f92b34733d1cde705ede6,0
0abb7caa19cdae99cfea923f3a1bc977192dc609d6fe588a97fac310e61da86e,0
73f6fc0573dbd1736dd46096f8eb98f0349dca9ee40fc040f19c5699d3a5d51d,0
5c3b092fae6dfbbb1e58ea27bc0ce9dffcab4d816d03735c3cb5480e5764bdeb,0
c7c6e96dd5f92dd6e62df23d227cb99ddae45227ee6657f00d85832e4c9c371d,0
9d5dfbdd36d68214c2ce04b287fc61d50b056d2abd73eb416737f1447d8ba172,0
5470d429e54cc431c48f334466e6a8fb605934c07857373b3a9dc3502001ce0a,0
f3fde6250f544fe8c0159ee30338983fd13074867c778fa3b30765246a069e1c,0
82739a794975fdfb132fec178cdca15d812196f361e7b1ba7bf2697f985c9494,0
e44fb220b41ac5bf7416dd244721aee2c75a15cc036b4e9b1ab27d8e6abaafae,0
936ef386274a338c42c32bb574381c4c8da9c0002ef219871419879f75bc57bf,0
ff97920826d872f24d35ed68569027c01cc2099166bbfa93f7dcf94fa2cf1111,0
1692656086040f898073c37018fcc1b9e5166651a34b716f1ec1cb5cddb29f53,0
9a40164374cd51b620bcf9b7f78f491ec21e99aba177e2f649379067ab3f0fd5,0
a0d8574ac3241efd9a2315c7fa5bb1d1eda2bdd9986112958f1f7bfb1cb47f31,0
30d14f854957d8e0c39c6ebe613bfae136b3fc70b7dd2fa35f940ca2e105021d,0
e6e3ca56aa165495feb69282f8d174759c22e01e982a33a769bdece6c036cf9c,0
3803ccd07428ebfc9f2999a66189572aed767be9838e5baa21f20f63c5d45865,0
1721e496d8d58f3676a25dfbf845bf70d7022c354c9e3e4e6c9a5587eedaac82,0
9a5eb9666eab4273967f44f67486e10e601658c1921731964d291d606f344a62,0
6d17b65cc406b87c4cb77f4f32484d0c4e47d4eb964db807e4c7b7fa4ced69ee,0
28aeae3dd490c5221737716697dec062c6789896eff73c4ea781d29b03884095,0
f89a202964d4bf7dee730c306e89a7abde7040612ca6995feb5b91c6f91f1b5b,0
abf8b0f45b810a4cd03772db2df76e100015f4aecbb1c0f03009a2d1cbc3eacb,0
9c80fe7e1674a2a774039772ee9c468d4dea9d767e6d20bc68162a5e83b0d28e,0
528f7ae82e99adc2bd0fed212002d34f166e96d14e0ee37b877a0490c7b6e836,0
d495fd4ae385a9d50be0a11cfdb8db06b6d68603d85ee007b6c4bb9db2dc7b9a,0
a0d2cbad2d2c3a8b6617fab0fffb70fbe52962424449078d382931b0317d9b4c,0
f81ea71c8c322389d0420cfc03de5c6436db96afb91fe496917d77ea830afef1,0
6cca5e529f006add3801dada0e20eebce9cf9e3a96da62d680a50993d0861ef7,0
0150feaf9dd3c0efa09ae7203d80157f5e06381aa38805a34a9bf47336c962ed,0
98dd1c509f730985bcffdfb4ae92b8ab6f196c3a4e430ba8b45e3df203942674,0
16665c0d8d69e5a318be595711c32ef69aab862f198ea10b82e5013a2013b00a,0
98e47124f103a667e991c0d06fbc0509e4f78ae6080901258f42647454d0dd50,0
67b455723cf6f2efd5deedec0d58f5e667ccfb14ded04164a91304e897cf0a96,0
78a140dad20d801c95ff686e0612de2f76ffa67edee029828fa961625bf65618,0
39c76c4adeaf585d6299127baaa667c685c3d97e6e2c5f29753639b139646cb1,0
130b20787bc63e99099a5b77692b9dc6ee2becb41b9d49b11f66dc2c3491d4cf,0
81e8865a5c735ef77a179ab1f0fc63d8a88b921ed5650f2e12a9909d304df6d7,0
c6b47c64eb648e9212eb66108fdb0fb485bd0d12a18210ff722e9850e30d26d3,0
2f13e3b1e078832dd16d327aba2700e103ed5bfa842a93a30b1bf5c8e810afb9,0
1493a59441060a2db1f4350318cce23ccb38b567205d98bb3bc7aad1d03a4122,0
1a1d32acc675adea14031009dba26a6bd013ffa4d16762a2d0c8d0ff1e545116,0
ce822fc083601aed9b747acb2ebb88a60cd4a0332957a933b68015bf48a769ab,0
0d90e04784e81a0c536712299b36f5328678e602a760fdcd8c78afb7d420f138,0
b7e570dc35deb7cfcd691c6fdca6b8beb480ef317553624bf20733a5341908ec,0
4569baf84a695c3d03ccc4be8fa14fee65655764dc323efa4b67a8c43905a73c,0
e400266a7d13e2f48d3773d978c0321df5d0d0bdcfd263d35a725f03c48c1a1d,0
fcd14bc76cd3880344415ccc00e759e5069f18cf72af73c2fd20d27322b7a6a4,0
1f1193fd69f89d3bb38b2a6bdee292168f1283d6ee5b0812832e1c35a7ff4e94,0
961d20ef77ab4c6f242849c35748279912169ae6eb6cd4e28f8a542af47cc821,0
e6ffc081fc5f4b264b580f7e69928b08b5cee10f155cdd49912906ca6b36526b,0
5781e1cd7c8231216d57fb070dc03a9a968278279d8867edd19a8d275e56eb81,0
92cba1a3c3595e7682433bbe1a7cbc5a4c967b56fb95677357fbeff696289366,0
6a925d50ff308fdd4d023578bb94130fbfb03019c80a42d02eae85e9ec70cbeb,0
51e987ed9baf310e0e9ad6472d96a79bc46c1f43b417584612fa7525d99e3fee,0
48547abee0bb2d43b683b0c462b98828d2a7a9982ce8bdf5a18c144623a7326d,0
2e221c8113d8c38d360633a3fc3c8614f591e97c36ee1ea9746729e25a726709,0
c5113eacccda1de537d57cc6af20d943ad1b38780c9a9ce92412cd21c55878fe,0
a4c757c655d943c1e08adb44bde0adee181d3879f1027a5b1cb0d0f5cbc116db,0
64bce8681b81a3aadfb4f681e9302007fd60937b0dc8bde6b0f508a0e98b971e,0
65789caa2567fa4a68c1093990ff1dc428bc71b62431aa04199446ec8414e4fb,0
4a857249193025f16f32199eca4d109e880adc54a5b730541e502d73174a0aaf,0
7d5d4a87ee577fd125765b3168dfa5f37451e6575159803669b834a6c61d1fba,0
fa8d5723d7aa126622364010b280c35ebb3de7dfe7f7c2103f1e0fd7f23ed22d,0
98a54f4f55593f3b1a091cb68382d835a5c21a66f3c2b2719e8cd581795d341e,0
934b103d82ba30e35dff2a4190b2251738cff5ed4971e947e4701723818b3209,0
a6d906f76d5ba671a2d51a1d395d6d6a430cc3e7cadda9fa9f84d4ae4c3bb40e,0
d81c8e5126e1790c0f9932f70daeb50dd5914b3f536cf83d6034063cb86f7387,0
55ea3bb67bbaf84441baaed0a5dc93fa668e64a432de39c1606422c46b7fd8ad,0
fa405eb07fe2d28a05929936ef81a798a668c981c3b76a652b4b1aecfdbbafe9,0
1d44fc97d2d2a294998b9ba16e66f6cfefceabd5ca151cc38efc2b3bc03799fe,0
6890be8704f36318cdecedf8e22db0fec8f73537ece7e6c46bbdc584a967adff,0
a3e3e32e24c742fa2b02a40c49dd658c03371321b8dbc6c986bf94286f4bed2c,0
beb925cf36cf711d93f01edd6d8d9cf3234910874f09722e5bc7dfea29d495a3,0
e9d8d7bb08ced57af779eea300f6f24e029b6d7d676ba297c731b4a6c46dd54a,0
d2ebfe256d28f973fa5771276e16e50df560961061f3db4b1e4b095e2fe4767a,0
67f4af1f563e6c6d6f19b8839a90571cab81b30600dac80ede05ffa3b06d5c2d,0
fc43da18165fdf02dd39ee41450c682239da7a79121dc47ba8f3bef5658e0a70,0
2ecc79f42fe54811afca5b701d71b17aa63138c26d7e21fc46939738d4c5ca96,0
86dbb38db69016f1d428ef275f54dd4550ba53f2462334b80bd6f41eb81e2b69,0
97223f90ede50dae31badfcc75c010dda09fbcaf8c6cde746bf353d662596640,0
ab30e72157054a68051d76e2e33a0c152b78f9cdc802fe654897eab9a404c3e9,0
661e3b92c32e610b06bb4e49b38861f1d895e1a5a2b746ab75d69d67207e9737,0
a6932e281c45aaa72abdbc12bed2f7d309a5e4ed826f3ff1f190704e56ac6502,0
5857519e5410ad44eadf6ce6ed89be2664f7a6a1e3af0b6e4f3fbd3d0ec82316,0
f2b09aebd6c5a3429c92230542d6bc5165a52dff63852d1716304f14ed11bd60,0
58008862ab11db29fe5e60d4c30a14fd1009e55366d1077f9127ba5c49ce8594,0
72c30c14f8214a3b71a376e3dd87b2c1fa9893c703940a4a7ba14cce20dcd2d6,0
ad407bc2f8c8819e48fabed86517e754f548e46ae9de08d21f69f9088eb007e2,0
312430245a4ba79768edda98ac93516fcb1d57908e514f652be1cf33e121efbe,0
59bc5e2f9a4593b3556f7ccb48b47ff90e0251e9672362f81492f8306cad60ba,0
0312996c2564bc31020f7bc3543167f5f9001d6d1052d0b8f5a650d05f8974b6,0
de36a8e625c5054d6772bc4df87a71b9e5b7c22ffa691674a0051bdda1669def,0
ab1de0239a78d1cfb84de87c296f4fc50a7b69b7e5bc00e44d3d1df97413f226,0
0b79b199d9b5e2fa9a8eac0f9f32d2310a8bddc25dcf68c33a4903e97dce4ad3,0
42a52c536484fe8f34495f0a221e761232ac08ce41c6e6c82ea6092364e15775,0
fa347e0f8c8bbd676fcee0524f0fb62b56613da6385d053ddaa18cff0753b83b,0
ae839b8a6e9a8d0cd8cd543daa5592cba07c5c2f812d7e5a6a2ec8c12e98e289,0
4d66fa72f0cce2db1b265f1d1b42ee4c58817fe32414df4c7281e56272d00d39,0
6e8afff9b79a2a09d2212d7050ee79a6ad7a510d1044474ce9938faea2bc38de,0
507633dfd02b07a9782a9e6d6a132e73fe841933bd01b9d7c2bbf4ef8adc7d68,0
076751241a71ed82333bb79d4fd90c3ddc894417ee062f296d023c8a64b3ff1a,0
599f2cbddd531d2d7e216b144fce363544810130bbce7cb2a1d12e59467c59ba,0
74a180b166c91b4ec47a9d69ea526ff2cf195232c3453337cd0dfa00718110be,0
1eabe4348acbf1526e02211b879620df53901977d76839eeb06617f0bb682bfb,0
4a767fee336b2a55f90c892974b1e44962a5acccd0783f2114cbcdb192a05014,0
39f6962f7a99d44adc3e17fd79db27d0c7ce2db92295bcb738e3e97fbe7d9c04,0
da8f4c83df6d5795ca424a1f1f9624c2834d523d7c0b41205083b696d90de975,0
91d6c70c19facc448032ce44a8db7f90ef6f67905ca090c684fc1c5fb61e7693,0
263a5c7a63c0266cec4fcde43ee5dc67d4e50b550420cd24a388dbd4cdafcbd3,0
b0c260dc91d6a00d2333a02b54bc7cadf942e2d2ed8689558caeabdbb3c15088,0
ad0ae3a09c063bd6f36e4785ebb37c7a3696ab67b4adf9e2b7ec9fa1efd065e1,0
320dae27d6d35972ecb3fec0dac77fa46e4281eff7b6cf170920ae304708f544,0
6028d161f0d1b66e13a70eb4c72039ac952d8438e1a3621c42e3e9bf35e28006,0
8f58337769552ddc4c6ee321afcc1add54837fb2c3241b5b237c4a703df23e94,0
b5b8bbca6149cd26875ea25069a52126c04e35f3cf80902219d409922c67423f,0
a98dcd412366d9c70cdaac698f5e6d61e796bd2d233f31f6ea1f1e75ca91173e,0
df747c66a6fb31b37bb9d8073ec9899ee51668791a57780513726c0e4ff1befd,0
6f3acf88649b33f021adee4a45bca17cbda275e8a897aba9bc01a461f98255a6,0
848552c5e858b556d0f8fe8d4e15232bb18c9cb0b4ae47ac638054b7a3a457c6,0
187a2ffdb69c4991b94c5629a0a9410da61539a546888c50900f5d8ea8d78576,0
aad7c7ff114d0fbabf444c1914fd74254878a7fddd9e604e232b3b837e22345a,0
3adcd439117d5fcad4bc843ca4eddb4d75fd3adacb72e34f363f7b8e784dd74e,0
c54cb622c952343c8c6f2cc38f48ed80f4c6d4f15993e4fa5c5a1867ffd1394e,0
b50c79dc1b6c460b43c551d460193f0dd330df1dc53ee43954e31146b7bc3ea2,0
a3905be0baa2ce72f703dc8a9d0226fb4a9d2fc4d8132a8033b53649b2a7b65f,0
22036647fc7c7cf57205651b71a84adb2b050f4496c6fe8ea94ed864ccbfe11d,0
1c43a66a439acd210fcdb4e7a60740c6f2a8b6aedc7a34021d7fd678fa37af0a,0
a840cfafff99df9d43f0bd1750b3ded63cf9bd3ddd20606624f88646e2ce9347,0
374532b1d35ad708b2d9e89df58d877d341ecab2255573ef933f8b51c8b52852,0
80bd8ba02c2c8d643a1a9dfe5fef06ea66319379d5d3c053ffc5a1ad1b64e1be,0
6b16fe58a2553c3b3912d5ec1c2246cfe9389901360be1ff9541425ab414b917,0
a000e13d1ef5b92031ae30676221332e3de654b42c8eeaf5af94a45c59eeb3b1,0
a3873fb5541d18fdc453760a72370f4e6a4fbfbd1b50fe42bcff854bd446ae32,0
54fc423dae423a5ef1652f39b8296d8ff0de7f36696feace66a1c12fdf9a8e90,0
bd08055e3fbf2f24f060b7b38ae70fd71b4585bb4506d9249c3b3b1ea285128a,0
4ee507a942b4f5707081bc8e713e1e22ecd3e5865b81f3906383f6dbf5689f57,0
da7d07d2baf4c6cacd3fc71269a895342fc6a166a555a91b1ad447490191ae3c,0
d5438f9ecf94f2559cc007831163f25a90478197b8a9b863de6063c04430ab4a,0
6cfe47dbdecf84a7a03308484afb868f90d1edfa8d9a37c02861c65fd64cca97,0
6b5012ab742d7e8e086e6f8c26b6dbc3ce510f0b166c5fba7247c1ba622e042e,0
29b3f94b6664d58633b2b2b5f2ee3cf0e8736ff1caf788ef5472570452b1551d,0
df8c62210922ab3d3f29296bac46bf4b6dd1815c8f2d6b0390ad2a2005821b91,0
297caab0cbd6db8e3671f61821fbf585d161f48d13a6e9104bc821b80302fdaa,0
97f554c1428df5a14130dde533191eff480f3076801f706008187d73912588a5,0
f5b97c358e1ac2937678e3e99d495e5f2c7d69917f70a595cf60fe31d266a9a7,0
b202b9abe2fb4381de942eba6c4a584a84ccf8b210b4ab1bfb8e4143af140c72,0
a51cb491a745df8d4c75e0861ada6831c11952897f9a765135d865059bb5bf2b,0
05b6eae3c8b18b3acc6231e33dec8269299035c5c4624e356a0feb84e04e771e,0
5e16140322237dc5e11d31721b80e6b015ebe5ca08c4d09b487fd4986a36c045,0
72b11a825c1bed3a34654218cb0a6170aef74bdba68718c0e86a704b35d3c567,0
100789e79f732163cff984a4d609fd261ec8f630a610ca1d69814e28d25168e3,0
95c396f7cb0756f6297330cc80067637d64c8c2e8515cf84d563a82476f9aed8,0
745bcdaf1b54bd396c3c78276db218f8148cf8bbe534c989fa02da7695baa590,0
d24a87db29fd844ecb85987ff77b1a03790a4f001bc9d5bb50031c26cf58ff9f,0
2d11e8922fba45d499f042fd6ef34380a3fb63c38a1001088a0bc914a0f289f6,0
f832611def962aeeab4a9fbfba3dc65e41d4d09407f40ab830cc26bba89818c2,0
a24156e312b2226114cc556d9258f9f5f7482083a948a2b8bdad3c72e26c7f73,0
ccc46665dab6a72f938089e31361ed2790d0458230601666752e1a1d1afb576c,0
3ac7673f7cc12acb535fed3e34a72677761e3f7e7b5afbe12fdaf11084fcec23,0
8be936aec0c1988750d1bd9743c1b4bc193447412dd51df5c6bfdf78cddd42d8,0
1a9ee38b5df09eb6f695236791582e43fc84f28a08e1f277b2754b8ba69c46a4,0
cbf2f751b3ee42e700cd08091f4de29d5f6257b7aedaf6e33b755bf2f8bbfcd9,0
11a07c352e651dfb1d30d03a02ede0901ed620c751cb2f31b7fd62166c4d074a,0
8bdff7a5aacef7f6021021bc5874856543d67b5609ef0ad7b7f517053fe2eecd,0
9053d4299117d4d1acbc8a65340d263d517089667d22b68661681aa6b54bbaeb,0
f23e3f0c51e0b1411653e8581afef9fc454c4b78c70ba31db43eea3c0018b2e6,0
f1e8fc18bf4da630f9e27a111ad68a072515f2fd4fd54c789fc1735dad707aa7,0
b9a56f2874b48f04c00ed01f272128b4c8503bec103a3cf34c963d6cc5b49b82,0
1a81ea86552722f3852e2b12bca7b4ca17901eb2b19a4e3c41458ad5442267fd,0
637b61d23fffa5ab99daa8bbf3ab33e1492a38e36b42317ab27ddcb2343794d4,0
3aba3d01da0f581ce45142ec85c14904689b4486675b7df47465a25c4521a602,0
0ee963c93bd5f2b373c50e0824df4158f33d3a5cb6a4d77753d5894f0aecff06,0
0cba63927e55098d2d26fcba4a7db6989d6f36f9ad8b3fb8ad05e7bf24977ad1,0
67c6f4821537878f4e0d0ea176dff1ef698ead82f99a9a1094a2cd2eedacb1f0,0
2bb2d05b14e335b234db3bac19cfe85e6692f4a1b62f74063c2527822bce000d,0
8f4bac55e7f77a9c1f5e422c3d16b955788507e40addabd0aaf98777cc4686bb,0
6b2b410c3a3e249c0b86020b5083904d65be3071e3078e894dd125c19802a3a9,0
70d7b358372218b2d72651af428e9e603179c85cb068340f89032bb0f24e7226,0
b744a686c1783652d732e22b19b6b32ddf16176519aa70ef91614330ee1b83f1,0
0215802a27a76ddf52e31312f7463bf54fa1cddba811ecbb6fc0c44526df30ca,0
18c5558dcc2b2605e3d862596671b57a7efd60f594280e27fd452679954bcfc2,0
5c2cd7351ee486bd5699ae0b7ac05e300c2f190b04b546514b6dcc40bb8bfef0,0
1ab3f55fc83ba3bfd3813842628894c0cd4cd77255c032b5b1ab829611042715,0
59317e72e31dc2a9dc190afee4697b2ead5e3ed72f81e1ee28da2ca9cc771269,0
61b35b70b665f3c55961ea205a575157d991174bcc9350ba34c90bb590e1ad6e,0
da664dc0e21f393897d833af4f4ac5924adb2ec37584bd79a4450bc412bc38e9,0
74d3351dc407945702a5ba6241f25045f96271b3cd11a981099e980fafaea79a,0
d37d76ae8cce178dde092909a23661a7829b422419b2db9485b2e6bd4dc2dd01,0
a19458db7057a6b674e74d7ea095310cfbe8c3e20ce385573167d1d083c4bb24,0
c9c75a1c2fa654dd49f653cd9109d160e0d560f5f4312a4a3da99789cacad3c3,0
a3145207fb440a4bfdb597f1ca1e1b83adc7ee085ee7d528b5d211647106cd1a,0
1be73d7b914e4236e393dd495ee7fd7eb8064a7fcb3f3f95c527c9c66af7d2eb,0
8460753dd1be05897a648917f4f2dc43f138e8f36479d02b1c123c5aa8eb55ea,0
